Geneid	Length	SRR11206238	SRR11206239
13849	1665	31847	25590
619326	1898	4	2
67459	3060	1251	1041
98417	3268	5168	4163
226757	7047	2862	2157
329307	2505	19	14
72978	2727	4	0
403180	1819	0	6
240960	13996	16	4
98386	3552	3269	2887
433384	1343	11	0
13800	4288	5419	4330
27058	1388	4283	3691
625823	921	0	0
13244	2005	13879	10494
67330	686	127	70
67948	4913	2478	1926
209456	4370	3606	2840
12334	3185	6000	4687
170725	3705	0	0
433386	2055	0	0
96935	2035	93	47
53791	3199	0	10
68897	5030	1772	1199
71678	3456	2828	2286
108909	3293	1169	1099
338366	6678	4048	2913
21339	2386	896	706
78772	2736	3	0
73363	967	22	7
63953	2712	626	396
73590	778	0	0
74971	1722	0	0
15284	2149	87	59
66112	2161	0	12
67247	1883	8117	6353
100316821	82	0	0
226777	2853	170	106
226778	4565	41	48
98732	6988	2483	2205
100217449	113	0	0
381314	3540	4440	3561
387189	67	0	0
387211	112	0	0
23827	2182	2708	2089
107508	4850	8725	7343
319562	3406	29	16
100039138	2761	3	0
226781	5836	59	52
114668	709	0	0
226791	1577	1506	1266
21808	4725	2726	1728
67223	1213	614	380
110957	3212	6	0
74717	1645	27	35
69308	823	0	0
67769	4565	1393	955
100862400	1119	48	62
26381	5580	1007	694
320272	2212	5	5
22283	15891	5	3
226823	3703	1081	878
16526	3959	13	14
100042424	516	1433	1096
100039307	642	0	0
108000	11130	38	33
19250	10746	771	384
226830	1605	4986	3499
19130	4139	6	10
100504619	832	0	0
320119	3995	1045	713
52477	3349	4272	3948
226841	4190	12	8
226844	4087	636	476
100125339	1649	1	1
75558	428	5	0
68972	1258	770	550
381318	2973	32	51
381319	712	4	1
619288	2234	0	0
11910	1977	182	223
100504360	568	675	653
100861628	406	0	0
66208	658	1068	806
66950	4204	2376	1881
226849	3082	2225	1603
100504379	2421	2	0
76843	4202	15	10
77065	3252	851	514
226856	7246	3053	2343
18005	3197	7	19
98736	4362	11	4
22782	5230	1045	718
74023	3720	27	11
22033	2102	99	73
100628582	81	0	0
100042625	720	2767	1995
214742	1597	1035	810
100038712	2612	100	78
16510	7143	3	2
226861	2835	128	67
320952	2041	0	0
73455	404	6	2
214791	3401	1441	1310
100503471	624	41	38
329324	1731	5	2
215193	5548	140	155
54139	4125	9607	7041
319266	3834	926	892
215243	2121	24	43
15483	1446	303	250
14373	843	0	0
100503531	873	1	1
16780	4055	702	451
215303	2453	1329	1047
387201	68	0	0
74942	578	0	0
18845	11036	255	267
100628615	64	0	0
12490	2621	5186	3691
320400	2491	95	47
320977	5195	908	942
723963	81	0	0
387224	88	0	0
17221	1213	83	81
12946	1662	3518	2919
12902	6207	7	9
215728	2801	0	0
619314	1938	0	0
670558	2817	0	0
76142	2524	80	51
70337	1540	4	8
213783	7415	1817	1690
270685	4332	174	150
83397	6247	2449	2083
381990	3227	721	511
66084	1849	699	526
73419	2290	1044	912
100504234	2151	14	4
13982	4319	40	30
64009	18115	400	245
68632	2777	202	197
22353	1527	0	2
67141	1807	149	126
108853	2621	606	549
56533	8191	4	2
100041224	522	0	0
18390	2639	0	0
320495	8240	15	0
215748	3448	304	270
77777	1819	7	8
237253	3403	499	393
18537	1917	6836	5207
320642	1253	400	314
69912	1290	446	393
407824	2188	477	429
16798	7215	2026	1888
23924	1775	3599	2797
215751	1557	6907	5823
100503695	916	2	3
67418	2896	2665	2739
237256	4093	0	0
100628581	94	0	0
68652	4278	1438	994
338362	4284	1201	1191
70097	7183	497	416
791352	3151	0	0
320825	2495	0	4
620417	2980	0	0
78808	9074	1180	894
215772	5218	6	10
67844	2054	383	350
382450	3785	2	4
14816	6990	0	4
78056	444	0	0
268281	9293	1753	1520
71865	5114	3269	2632
13853	1079	78	45
22288	12382	8705	6348
320273	1182	47	53
74732	2396	220	110
66125	734	2213	1880
22634	5260	7	4
100862331	414	0	0
75122	1053	0	0
353258	1769	1637	1219
215789	8913	5989	5072
66848	3954	7861	6493
56535	2405	2076	1707
66757	1453	589	419
66253	1054	2709	2027
15273	9768	940	849
100504211	3928	40	14
215798	6505	7796	6965
100039571	514	14	8
66201	1325	2924	2339
69412	910	0	1
76743	1477	0	0
18101	1173	0	0
100504235	3401	0	0
17684	1969	5781	4360
378431	4457	34	30
380629	3667	409	274
73112	810	886	837
19707	2618	3873	3287
100045792	2900	6	0
215814	1166	659	628
215819	7638	3223	2417
56016	1910	2174	1769
215821	8216	1869	1834
237300	2355	23	14
73968	2928	2	0
64058	1901	20022	15345
21929	4595	454	281
100504265	6220	0	0
94222	2066	0	0
15979	2099	5091	4212
237310	2468	0	0
237313	2088	0	0
76157	2629	8	3
18634	1894	3161	2719
26408	5393	1781	1379
17761	3895	2938	2129
73811	629	1	1
621697	592	71	50
72567	5454	4590	3706
71804	2307	10	2
29863	4127	278	222
52906	5094	1760	1513
100038717	3304	2	0
100504283	1667	2	0
17863	3777	3	5
56422	4893	3938	3222
73990	1016	5	7
237320	2243	2	0
76924	485	0	0
67692	1061	2	2
432436	2206	75	56
20393	4158	50327	34231
114671	1771	0	0
319887	2292	16	19
379043	1274	15	11
667281	952	10	9
606736	4515	11	2
56554	1271	17	13
100038752	4548	8	9
353169	3762	1794	1309
237336	2875	1769	1482
100504411	1274	0	0
100038582	2198	0	0
21412	1239	0	0
14051	4099	835	792
20042	518	21	29
100529074	105	1	5
100529075	68	6	4
76306	2837	1665	1527
26464	1811	8	12
22361	2416	10	22
111174	999	0	0
209512	1020	0	1
493809	1032	0	0
209513	1044	0	0
215854	1014	0	0
215855	1038	0	0
215856	1077	0	0
209517	1077	0	0
435206	1077	0	0
276742	1077	0	0
435207	1077	0	0
215859	1035	0	0
382348	1035	0	0
494546	1109	0	0
503558	1047	0	0
53331	2500	10570	9251
100862153	747	1	0
59012	3083	142	98
14219	2403	3218	2628
18605	3224	1213	1178
209558	2815	96	157
70208	4946	1495	1125
11846	1477	2	13
432442	3123	1686	1575
13822	4464	4120	3125
100504474	674	0	0
73803	865	0	0
215866	1543	0	0
77220	4115	8	0
100040851	1193	2	0
268288	3554	2	0
237339	3411	507	343
667572	1206	1	2
73910	3616	1834	1446
16773	9713	609	440
100040961	485	3	5
19272	6177	5641	4206
210757	3981	38	20
100504516	4347	0	0
114676	1545	130	129
67719	1319	0	0
67412	3948	12	64
212448	5644	85	37
52665	3180	939	799
68031	4404	4666	3623
72780	2397	26349	22341
100504540	2648	68	49
66311	1512	412	453
73681	2359	857	834
100504586	3440	3626	3693
66847	696	1086	919
211329	5338	472	351
15214	2532	243	182
69692	718	885	743
21987	1267	2405	1996
100041294	710	455	377
268291	2860	1346	1095
432450	3745	21	11
76757	4514	0	0
442820	1844	0	0
100862254	809	0	0
215890	2500	0	0
215895	882	0	0
57430	1096	0	0
212892	3650	18	8
72580	2364	909	783
414093	7840	34	52
66521	1082	1095	837
692132	1185	0	0
270711	3714	0	0
103511	1786	144	99
215900	1082	22	22
212898	4225	1270	950
22110	2696	5865	4707
72480	3900	4224	3794
319638	2716	1417	1203
12813	3130	7	5
14302	4805	3092	2701
100041585	3201	150	120
319415	3098	26	2
15182	2004	5248	4256
17118	4186	1297	965
215919	1054	0	0
16775	6046	1643	1443
66337	730	319	321
71924	2929	75	71
327743	1418	8	0
14360	3692	1499	968
100504626	1313	42	41
103213	2867	603	414
327744	1664	449	386
19714	10666	684	467
100504659	947	18	7
213332	781	86	60
75299	2400	0	2
72045	2285	0	0
100041085	1782	21	18
215928	5981	10	10
215929	2679	7	11
72472	6556	567	454
67239	1890	636	577
67371	1020	2205	1878
19850	104	2	0
11702	3206	1668	1315
78334	5807	7313	6153
70840	2243	6	1
70503	3000	4846	4266
327747	1529	18	12
71713	3366	2093	1441
83767	2550	227	192
100504721	508	17	13
140741	1092	2	2
103199	3263	2819	2475
633979	5640	16	4
268294	2831	1658	1185
171580	3563	1768	1250
20598	1602	6478	4786
73075	1070	308	168
53599	2830	45119	37426
75973	2749	32	33
70538	617	0	0
629461	2137	1	0
100628609	55	0	0
103268	2392	276	202
140742	3339	4787	4311
213402	4865	26	31
624784	2896	615	543
56484	2889	432	253
215951	2513	1201	1008
666540	1120	0	4
54198	1377	9670	7657
21907	3233	0	0
14628	3009	6823	5232
140740	6032	10059	8627
268297	4745	3134	2602
109205	4980	1043	844
74530	1859	278	239
71365	2031	527	399
331623	6049	184	98
67851	898	1747	1659
100862325	514	0	0
12484	1816	836	516
414125	1833	5	2
69443	1060	0	0
76563	1970	814	699
170728	2981	2459	2399
11630	7416	581	390
70365	1522	1	0
11793	2352	2626	2068
100316688	93	0	0
12142	5143	100	34
19072	2719	2197	1611
78977	1851	10	8
23828	1607	2	3
380669	5403	0	0
209462	3785	1379	1261
320363	1892	46	28
100418235	2163	0	0
14806	4872	11	16
100504076	1592	0	0
77987	7477	1374	1085
20464	7355	0	0
14727	1305	24	25
14728	1420	161	138
77296	555	0	0
210198	2856	0	0
320995	3701	0	1
71090	1021	0	0
215031	1466	0	0
19886	7401	32	2
66686	3025	1203	1019
94221	4317	2142	1776
66650	1823	0	0
52014	4614	2768	2165
629689	1579	0	3
22639	3420	10	16
215085	4973	251	222
100862347	1026	0	0
100038725	2691	293	203
100502820	658	0	0
18821	2480	506	435
432460	504	0	0
100502868	5486	35	27
71567	3873	691	394
66403	2192	1681	1294
100042554	949	4	1
75906	3950	141	102
17155	3889	2133	1340
100502920	1230	7	1
544696	7240	1360	1208
73390	2140	248	167
14609	3105	451	331
100862378	716	0	0
791298	3115	2	0
74928	723	0	0
15500	2623	162	159
56442	2879	22322	19206
18768	6039	144	80
12140	762	252	243
100502970	631	4	4
57319	1791	17272	13443
100504180	2222	0	0
74399	2895	0	0
245263	1813	0	1
791309	3636	48	55
70297	6511	2065	1889
110829	4941	4054	3082
19386	9477	4288	3394
76138	2466	226	168
13608	3680	8	10
103505	1320	2	0
237353	5781	6	6
103080	2654	927	739
268301	4513	1349	1039
18451	4043	3986	3428
69836	1066	8	0
18302	2716	0	0
215999	2872	1421	1191
216001	2275	7664	5994
56709	1774	1005	852
100503588	745	0	3
74747	1685	872	939
52717	1329	1758	1346
69090	1578	1438	1277
94214	3916	761	613
53374	6113	22	14
19156	2731	103876	80214
22295	11260	0	20
74048	4846	499	320
100302688	858	8	0
71279	5240	2092	1688
107449	5867	127	76
100503834	701	0	0
73616	853	0	0
327760	1131	0	0
13180	810	116	70
20397	4123	12612	9085
65971	2023	4	0
237360	5188	6	0
100862379	900	0	0
18646	2054	0	2
27355	4274	1798	1285
18119	2094	0	0
13688	1786	1072	692
100503821	3961	11	23
216011	2635	743	545
237362	1307	1	0
67895	1292	1826	1485
20224	2602	13409	11424
71767	2286	1544	1099
71361	3468	2712	2076
404634	1910	468	314
100628583	85	0	0
12817	2900	16	17
432466	1550	130	119
69894	1731	2471	1940
11925	1540	0	0
70423	3605	27025	22370
21337	2258	53	69
15275	4509	18273	13825
70162	557	84	37
216019	3483	570	558
338359	2390	887	693
74706	2194	18	17
30930	3252	10788	9258
19073	938	4310	3673
72320	2472	5802	4935
56200	4743	754	594
100862011	549	0	0
94213	2507	4592	3604
216021	3102	108	77
67500	4478	4444	3433
100217463	28	0	9
52463	14082	251	189
73132	3141	4866	3935
327762	4122	80	45
70432	8936	2227	1873
432467	2168	689	635
67307	2211	72	50
68371	1952	2510	2295
53404	450	0	2
68802	5246	3	0
641387	764	0	7
67345	4043	2119	1578
100502721	1584	2	0
93759	3910	966	665
30045	1365	424	427
216033	3924	2	10
791346	2569	2	0
216028	3852	3	0
100502808	1111	0	0
69433	345	1	0
28193	5550	6225	4747
108829	8947	2127	1728
641340	1789	461	330
13654	2965	12	10
211488	4445	2259	2564
100038508	2225	0	0
216049	4257	11	47
170799	3932	8	12
71371	4494	654	470
100503521	2231	0	0
75148	769	0	0
73287	1238	1068	892
327766	5052	82	70
69288	4631	194	117
320700	2969	174	115
12534	2860	40	43
11735	10685	12658	10052
76551	5511	1282	1313
69563	443	50	63
66859	3563	435	440
71721	3510	456	391
70911	3010	4948	4399
319646	2082	0	6
83675	3111	245	165
319572	2300	0	0
21780	3918	1576	1418
216080	1431	1024	811
52637	965	7742	6538
69718	5417	1199	934
622812	1008	0	0
108950	806	0	0
100040505	2619	310	312
52696	2676	2024	1614
327768	1989	3	0
100861952	1042	0	0
11994	15991	56	35
71236	1223	8	0
14687	2435	318	231
76877	2620	773	614
110279	6537	1097	1051
74392	6438	9365	7800
11540	2534	129	111
544707	907	16	7
103149	1437	35	26
71125	1262	5	4
68778	2910	3365	2596
67332	604	3367	3037
192734	4601	3903	3297
14598	2022	229	177
23887	4137	207	139
100503432	424	0	2
71733	3255	86	64
104248	7460	1663	1238
13202	609	1480	1182
103140	1873	3760	3258
14871	1037	2036	1600
75886	964	3	4
14872	1370	2365	1991
17319	554	6393	4985
70377	1336	166	158
20587	1657	3048	2353
100861975	691	0	1
17385	2247	647	477
103172	948	38322	30374
333670	1215	20	28
22364	602	33	26
333669	2838	11	8
64453	4874	1068	881
64454	2132	1	0
64452	2055	0	0
15468	2052	9338	7288
751554	84	0	0
20203	1661	63643	51128
64451	6355	2437	1911
18541	9530	1316	774
67523	997	0	0
76964	1763	21	0
216119	4522	315	294
54387	6383	1650	1444
16987	3102	2021	1580
74953	1237	24	28
76573	1331	6	0
14317	2710	0	0
12834	3729	500	383
100861980	894	0	0
12833	3976	622	586
59093	2175	608	544
100038479	1548	0	0
20509	2390	1423	965
12822	5791	2091	1747
100169878	719	49	41
80294	2219	3580	2947
110532	6634	438	413
100045653	2564	66	33
108707	2428	1313	1014
16414	2862	181	108
108705	2247	32789	26595
20610	2493	11724	9630
22213	1982	4160	3507
100316811	84	0	0
100502831	801	0	0
670895	961	2	0
16697	400	0	0
100009614	553	0	0
100502921	363	0	0
16694	671	4	0
100502953	363	0	0
77763	678	0	0
100041250	693	0	0
100041261	693	0	0
634517	693	1	0
100041281	693	0	0
634504	711	0	0
675294	678	0	0
100503388	747	0	0
670880	1097	0	0
100040299	723	0	0
100191037	902	0	0
544710	1305	2	4
622629	930	0	0
100041351	664	0	0
252974	2163	35	29
75188	914	0	6
237387	4296	110	98
28240	7292	49	21
67884	1696	4535	3382
18641	3719	58211	46006
11634	1929	47	12
54427	1885	0	0
50723	2748	520	405
100503488	816	0	0
28295	1363	1216	849
110816	3871	968	719
216131	5048	2432	1903
28169	3439	9131	6769
18114	2008	10256	7845
13014	602	6399	5414
216134	5094	13530	11297
791283	3273	12	4
258224	1064	0	2
216136	2329	5303	3888
71709	3288	1993	1399
257883	1160	0	0
12365	2331	0	0
70976	1718	0	0
20513	2089	18	9
258305	963	0	0
257734	1148	0	0
259163	1095	0	0
18372	933	0	0
259044	1266	0	0
259074	1174	0	0
259042	960	0	2
18357	1080	2	2
72128	4229	1707	1283
624765	2592	0	0
216144	3276	0	0
624845	2598	0	0
625029	2595	0	0
50784	1646	6192	4857
70427	2562	1502	1116
21830	1249	0	0
237397	6754	2	0
216148	3961	534	376
100503607	877	179	107
382384	1248	157	62
17123	1420	6	0
110012	1101	2137	1851
216150	1266	1655	1384
16904	1286	56	41
12215	1752	77522	63469
15166	3195	273	331
216151	3762	1512	938
67112	489	6	2
70294	1639	1358	1109
83554	1953	516	273
73106	2693	6	17
100503626	1871	334	209
18483	2651	3065	2262
78906	2427	963	646
414101	3595	171	144
19205	2933	3335	2416
216152	4275	122	66
19152	972	0	0
50701	920	2	0
100503642	254	162	93
11537	923	0	0
216154	3218	2622	1727
100862144	1000	0	0
109284	1821	3068	2278
114229	3163	529	372
13496	5326	171	142
216156	2954	2643	2027
170483	3274	34	27
216157	2223	2294	1603
12798	1782	1337	826
27403	6594	2064	1486
70719	4052	194	138
66420	1008	4058	3107
625249	1201	9082	7131
216161	4640	1133	728
20869	1621	1859	1655
100503659	3294	293	250
66043	931	6194	4596
100862154	483	4	2
59090	3708	90	104
12696	1256	3592	2654
69770	651	266	219
13637	2131	163	201
68114	3717	1715	1406
75406	758	12507	9882
14431	944	454	326
70248	2085	1508	1221
103232	462	13	6
20054	522	2096	1617
23805	9074	681	606
66374	1659	2884	2291
18551	2514	222	130
70335	2016	212	156
66548	2572	2004	1641
216166	2112	43	12
237400	3258	233	170
17192	1589	6242	4548
100503758	442	2	0
66594	436	4	2
21423	3547	2342	1681
246086	4695	0	0
67331	4411	9	4
66932	5249	1347	980
118445	2652	240	209
216169	1473	4972	3667
100113398	1411	85	37
100862189	844	0	2
56214	1802	4405	3333
103236	2511	7016	5265
208198	3026	2413	2060
17347	3070	6366	5509
208228	2647	987	855
71564	938	491	441
11776	4730	7142	5140
208266	5694	421	327
78670	1260	2202	1687
20222	1674	993	865
11705	1665	0	0
71912	1116	6	4
18245	1074	2645	2167
100316778	74	8	4
237403	3439	60	64
66094	468	131	87
73218	2869	1960	1493
432478	3454	54	55
30055	1225	4277	3489
16907	3371	460	275
17873	1266	787	500
14708	3495	6684	5716
208666	2920	281	229
106947	3462	2086	1878
52551	1947	9450	6896
50492	2585	851	664
208677	2283	0	0
26396	2373	5476	4168
16969	5373	3704	2771
59004	1673	1211	789
13629	3100	9427	7613
100217454	53	2	3
100503773	446	0	0
13144	1824	1893	1341
69678	318	0	0
69564	1840	2	4
16467	3677	0	8
103406	3341	767	695
17179	1734	266	216
66047	587	3324	2580
57267	2107	2219	1692
100526465	91	10	3
27375	3031	1043	699
18717	4279	3732	2822
70312	2724	1705	1312
21390	1919	34	34
209047	1024	4	9
15353	1659	1280	1068
73822	1702	411	333
432479	695	163	167
56371	2254	2571	1979
102115	1444	2346	1966
100503793	1017	55	65
72273	575	85	45
18029	6295	8075	6205
319586	4390	8	12
103425	2879	3845	2949
13611	2393	73	52
14676	1962	105	56
14672	3262	5576	4128
14797	1347	57453	44191
21886	3115	3162	2468
114606	2015	982	816
268319	1890	119	89
50721	2134	313	234
70615	3658	1417	1153
100233208	4725	13	15
666448	468	0	0
73610	2384	42	45
100040944	2851	1	3
666738	468	0	0
666501	468	0	0
331188	4067	10	12
666548	468	0	0
100038681	1556	25	32
666790	468	0	0
408062	2300	609	478
327780	2673	14	11
216177	2634	559	464
237411	2031	2178	1784
100503696	5187	0	0
237412	2238	561	450
432480	662	0	0
100862390	322	0	0
544717	748	255	197
21665	3218	43	22
74782	2153	96	132
67933	2386	1678	1367
18045	2552	1354	1148
70003	1056	0	0
50493	4019	4736	3072
66341	1305	0	1
58250	5528	1253	955
338365	4386	15274	12180
28109	3509	2416	1921
216188	6030	91	68
319277	5858	3382	2685
216190	2946	9369	7757
69784	1194	111	81
77976	5026	51	34
216197	2915	1573	1132
442847	1334	0	0
216198	2400	8154	6832
100503200	2524	121	68
70428	4830	1011	725
71137	4074	0	0
625690	555	0	0
237422	3069	2749	2193
14202	2670	23	8
103266	3778	1686	1581
74238	1567	666	569
12952	3016	775	569
74007	5955	523	532
626858	1476	0	0
626940	1449	0	0
100503271	204	9	10
103136	2579	1941	1656
72843	3921	1716	1384
67341	1157	7	2
28088	1979	8605	7159
270757	2328	7	4
69754	1886	3679	2930
27204	11838	319	296
78170	564	0	0
21859	4681	46674	37361
100503291	464	16	5
627035	1482	0	0
382395	1473	0	0
66263	1620	192	195
22027	2759	45167	39574
103220	5032	159	103
103466	5952	1576	1544
192188	8133	14	22
83559	1183	0	0
76640	1343	0	0
100038674	2335	0	0
17172	2259	0	0
18478	2143	2	0
16000	7817	65250	50893
100503785	1270	41	10
22172	1347	12	1
110312	748	1	4
75317	3628	19	15
626115	1288	0	0
69736	1369	911	790
67282	1379	17395	14752
71712	2807	90	79
432486	5204	1578	1193
20962	1122	396	306
212862	3411	61743	52856
109272	3981	623	430
20728	1266	0	2
237433	1561	55	29
104303	842	3316	2617
70683	8831	480	496
216225	5331	4	1
320091	4117	19	15
237436	6748	159	121
20186	2340	2	0
216227	4452	6	8
213326	3431	680	577
67019	1703	1000	1014
75089	6446	2701	2157
77531	10286	27	31
100043039	308	11	14
11783	6557	340	263
67454	4110	1536	1276
18674	1512	19208	15321
100861804	464	0	0
21917	8127	3042	2438
100503982	1051	13	10
723955	100	0	0
110333	2687	27	17
100526517	84	0	0
627800	1604	0	0
667203	692	9	13
17997	3533	1269	1276
380653	2199	28	15
380654	7399	457	326
237459	3643	3236	2756
100316689	119	0	1
13713	4234	1301	849
432488	855	19	12
16993	2066	13374	11725
15109	2758	41	15
71761	2421	4	0
237465	3655	10	9
69878	813	195	107
74454	1859	0	0
57764	2411	1193	974
667338	611	4	4
100504069	908	7	2
327799	3957	2	0
56307	4990	5801	5017
74923	2075	0	0
723908	96	3	0
